Author	n (strains)	publication title	journal	publication URL	strains
Burashev et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KAZ/KZ_Almaty/2020, complete genome	unknown	unknown	KAZ/KZ_Almaty/2020
Caly et al C	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/NT01/2020, complete genome	unknown	unknown	AUS/NT01/2020
Sekizuka et al	1	Severe acute respiratory syndrome coronavirus 2 isolate DP0827 RNA, complete genome	unknown	unknown	Japan/DP0827/2020
Caly et al D	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/NT04/2020 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; and ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	AUS/NT04/2020
Zuckerman et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ISR/hCov-19-Israel-CVL-n-7465/2020, complete genome	unknown	unknown	ISR/hCov-19-Israel-CVL-n-7465/2020
Chan et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/NC337/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	MYS/NC337/2020
Ren et al J	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/20CV0306/2020, complete genome	unknown	unknown	NZL/20CV0306/2020
Caly et al E	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL17/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	TLS/TL17/2020
Velasco et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PHL/GS/2020, complete genome	unknown	unknown	PHL/GS/2020
Radhakrishna et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/OUMRK1090/2020, complete genome	unknown	unknown	IND/OUMRK1090/2020
Voegtly et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GUM/GU-NHG-02/2020, complete genome	unknown	unknown	GUM/GU-NHG-02/2020
Zeinali et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/HGRC-1.1-IPI-8206/2020, complete genome	unknown	unknown	IRN/HGRC-1.1-IPI-8206/2020
Gonzalez-Reiche et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY1-PV08001/2020, complete genome	unknown	unknown	USA/NY1-PV08001/2020
Hull et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WY-WYPHL-20006826/2020, complete genome	unknown	unknown	USA/WY-WYPHL-20006826/2020
Pavel et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUR/ERAGEM-001/2020, complete genome	unknown	unknown	TUR/ERAGEM-001/2020
Imnadze et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GEO/Tb-7851/2020, complete genome	unknown	unknown	GEO/Tb-7851/2020
Geoghegan et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/20VR0174/2020, complete genome	unknown	unknown	NZL/20VR0174/2020
Kotorashvili et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GEO/MM202082/2020, complete genome	unknown	unknown	GEO/MM202082/2020
Tsao et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-21/2020, complete genome	unknown	unknown	TWN/CGMH-CGU-21/2020
Azadmanesh et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/12624/2020, complete genome	unknown	unknown	IRN/12624/2020
Murtskhvaladze et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GEO/MM001523/2020, complete genome	unknown	unknown	GEO/MM001523/2020
Shahabzadeh et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/COVID19-IRVSH3/2020, complete genome	unknown	unknown	IRN/COVID19-IRVSH3/2020
Jonsson et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate hCov-19/Iceland/13/2020 genome assembly, chromosome: hCov-19_Iceland_13_2020	unknown	unknown	Iceland/13/2020
Rueca et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI2-B/2020, complete genome	unknown	unknown	ITA/INMI2-B/2020
Gruber et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI2-N/2020, complete genome	unknown	unknown	ITA/INMI2-N/2020
Kim et al C	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/KCDC31-NCCP43342/2020, complete genome	unknown	unknown	KOR/KCDC31-NCCP43342/2020
Jiang et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/FIN/hCoV19-Fin-THL20201068/2020, complete genome	unknown	unknown	FIN/hCoV19-Fin-THL20201068/2020
Abu-Dayyeh et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/JOR/SEARCH-0333-JOR/2020, complete genome	unknown	unknown	JOR/SEARCH-0333-JOR/2020
Direct Submission et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/Santiago-PUC_MVL_0012/2020, complete genome	unknown	unknown	CHL/Santiago-PUC_MVL_0012/2020
Ren et al K	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/20VR1763/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	NZL/20VR1763/2020
Ren et al L	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/20VR1785/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	NZL/20VR1785/2020
Rosenthal et al C	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AR-QDX-679/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/AR-QDX-679/2020
Kassela et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/53_38017/2020, complete genome	unknown	unknown	GRC/53_38017/2020
Jonsson et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Iceland/1351/2020 genome assembly, chromosome: hCoV-19_Iceland_1351_2020	unknown	unknown	Iceland/1351/2020
Plumb et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1782/2020, complete genome	unknown	unknown	USA/MN-MDH-1782/2020
Malta et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SP02cc/2020, complete genome	unknown	unknown	BRA/SP02cc/2020
Caly et al F	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL25/2020, complete genome	unknown	unknown	TLS/TL25/2020
Viana et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-LA-9009/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	SouthAfrica/NHLS-UCT-LA-9009/2020
Chen et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Mesocricetus auratus/HKG/92_P2/2020, complete genome	unknown	unknown	Mesocricetusauratus/HKG/92_P2/2020
Amgarten et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SP02/2020, complete genome	unknown	unknown	BRA/SP02/2020
Juscamayta et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PER/covper074/2020, complete genome	unknown	unknown	PER/covper074/2020
Kassela et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/144_34723/2020, complete genome	unknown	unknown	GRC/144_34723/2020
Temerozo et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/ICO1049/2020, complete genome	unknown	unknown	BRA/ICO1049/2020
Caly et al G	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/NT42/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	AUS/NT42/2020
Boehmer et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/BavPat1-ChVir929/2020, complete genome	unknown	unknown	DEU/BavPat1-ChVir929/2020
Boszormenyi et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/BavPat1/2020, complete genome	unknown	unknown	DEU/BavPat1/2020
Dyatlov et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/RUS/SCPM-O-cDNA-05/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds	unknown	unknown	RUS/SCPM-O-cDNA-05/2020
Hutchings et al	1	Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite	unknown	unknown	England/BRIS-12F565/2020
Smura et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/FIN/hCoV-19-Finland-FIN-25/2020, complete genome	unknown	unknown	FIN/hCoV-19-Finland-FIN-25/2020
Andersen et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/Mexico/CHH-SEARCH-105353/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, complete cds; ORF3a gene, complete sequence; and envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	Mexico/CHH-SEARCH-105353/2021
Kowalski et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/POL/PL_MCB_4/2020, complete genome	unknown	unknown	POL/PL_MCB_4/2020
Reeb et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/1089488/2020, complete genome	unknown	unknown	USA/1089488/2020
Juscamayta et al C	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PER/covper095/2020, complete genome	unknown	unknown	PER/covper095/2020
van Doremalen et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/RML-22/2020, complete genome	unknown	unknown	USA/RML-22/2020
Sheth et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VT-CDC-2-4044641/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), and ORF7a protein (ORF7a) genes, complete cds; ORF7b (ORF7b) and ORF8 protein (ORF8) genes, partial cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/VT-CDC-2-4044641/2020
Thielen et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MD-HP00114/2020, complete genome	unknown	unknown	USA/MD-HP00114/2020
Ren et al M	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/20CV0554/2020, complete genome	unknown	unknown	NZL/20CV0554/2020
Tegally et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0057/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	SouthAfrica/NHLS-UCT-GS-0057/2020
Githinji et al D	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C69938/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	KEN/C69938/2020
Diarra et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MLI/UCRC 68/2020, complete genome	unknown	unknown	MLI/UCRC68/2020
Zuckerman et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ISR/hCov-19-Israel-CVL-n3120/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	ISR/hCov-19-Israel-CVL-n3120/2020
Lupien et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CAN/RIM-1/2020, complete genome	unknown	unknown	CAN/RIM-1/2020
Benoit et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CAN/HCW21/2021, complete genome	unknown	unknown	CAN/HCW21/2021
Garigliany et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Felis catus/BEL/BE-MG-0320/2020, complete genome	unknown	unknown	Feliscatus/BEL/BE-MG-0320/2020
Lekana-Douki et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GAB/5729_Gabon/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	GAB/5729_Gabon/2021
Juscamayta et al D	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PER/covper082/2020, complete genome	unknown	unknown	PER/covper082/2020
Krasnov et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/RUS/5473/2020, complete genome	unknown	unknown	RUS/5473/2020
Rosenthal et al D	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NJ-QDX-844/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds	unknown	unknown	USA/NJ-QDX-844/2020
Oude Munnink et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Netherlands/NA_525/2020 genome assembly, complete genome: monopartite	unknown	unknown	Netherlands/NA_525/2020
Parry et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/QLD935/2020, complete genome	unknown	unknown	AUS/QLD935/2020
Direct Submission et al C	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/Santiago-SFF3444/2020, complete genome	unknown	unknown	CHL/Santiago-SFF3444/2020
Direct Submission et al D	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/Los_Angeles-PUC_MVL_0181/2020, complete genome	unknown	unknown	CHL/Los_Angeles-PUC_MVL_0181/2020
Rosenthal et al E	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OK-QDX-3334/2020, complete genome	unknown	unknown	USA/OK-QDX-3334/2020
Cook et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NV-CDC-QDX22165027/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/NV-CDC-QDX22165027/2021
Pujol et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VEN/LaG1414/2021, complete genome	unknown	unknown	VEN/LaG1414/2021
Roshdy et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CPHL-NRC-17/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	EGY/CPHL-NRC-17/2020
Vazquez et al F	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/WOR12903A653_202103301_2-4710614/2020, complete genome	unknown	unknown	PRY/WOR12903A653_202103301_2-4710614/2020
Ulrich et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHE/B.1/2020, complete genome	unknown	unknown	CHE/B.1/2020
Jonsson et al C	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Iceland/857/2020 genome assembly, chromosome: hCoV-19_Iceland_857_2020	unknown	unknown	Iceland/857/2020
Loureiro et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VEN/17M/2020, complete genome	unknown	unknown	VEN/17M/2020
Batty et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/CONI-0279/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	THA/CONI-0279/2020
Tao et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/Guatemala/UN-CDC-3536657-001/2020, complete genome	unknown	unknown	Guatemala/UN-CDC-3536657-001/2020
Juscamayta et al E	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PER/covper084/2020, complete genome	unknown	unknown	PER/covper084/2020
Viedma et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate LP82 genome assembly, complete genome: monopartite	unknown	unknown	LR884111
Touil et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MAR/Morocco_HMIMV_279CC/2020, complete genome	unknown	unknown	MAR/Morocco_HMIMV_279CC/2020
Danish Covid-19 Genome et al	21	Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1	unknown	unknown	Denmark/DCGC-113184/2020,Denmark/DCGC-208675/2020,Denmark/DCGC-113379/2021,Denmark/DCGC-116162/2021,Denmark/DCGC-198559/2021,Denmark/DCGC-159892/2021,Denmark/DCGC-126674/2021,Denmark/DCGC-172956/2021,Denmark/DCGC-215554/2021,Denmark/DCGC-263386/2021,Denmark/DCGC-105528/2021,Denmark/DCGC-114755/2021,Denmark/DCGC-113850/2021,Denmark/DCGC-333469/2022,OW970140,Denmark/DCGC-521908/2022,Denmark/DCGC-410656/2022,Denmark/DCGC-475047/2022,Denmark/DCGC-560848/2022,Denmark/DCGC-542053/2022,Denmark/DCGC-542817/2022
Chiara et al	2	Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: genome	unknown	unknown	LR992124,LR992120
Laine et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/FIN/FIN22-H10-THL-202039825/2020, complete genome	unknown	unknown	FIN/FIN22-H10-THL-202039825/2020
Bazzocchi et al	10	Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1	unknown	unknown	OU471410,OU471388,OU471419,OU471191,OU470885,OU471328,OU471393,OU471471,OU471277,OU470964
Maskova et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CZE/JCUCB 118-181/2020, complete genome	unknown	unknown	CZE/JCUCB118-181/2020
? A	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Liechtenstein/UHB-0697145800/2020 genome assembly, chromosome: 1	unknown	unknown	Liechtenstein/UHB-0697145800/2020
